incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
70204,2024-08-31,Individuals associated with the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
70775,2024-08-31,"An individual printed and distributed an antisemitic manifesto targeting their Jewish neighbors. The manifesto included: ""[Victims' names] are Jewish. My wife and I are Christians. We believe in the Lord Jesus Christ and God and our country. We are Christians being persecuted by Jews. Haven't [the victims' names] heard of the Holocaust? Don't they care about all the Christian soldiers all over the world that saved their race from the gas chambers and total extinction? Apparently not!""",Upper Dublin,PA,"Upper Dublin, PA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
71212,2024-08-31,"An individual in a passing car yelled, ""Fucking Jew bastards"" at a Jewish family on a walk.",Pawtucket,RI,"Pawtucket, RI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71724,2024-08-31,"At an anti-Israel protest organized by American Muslims for Palestine, Students for Justice in Palestine, Students for a Democratic Society, the Freedom Road Socialist Organization and the Detroit Anti-War Committee, protesters chanted, ""From the water to the water [Jordan River to the Mediterranean Sea], Palestine is Arab"" (in Arabic). Protesters also displayed signs with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets.",Detroit,MI,"Detroit, MI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
71725,2024-08-31,"At an anti-Israel protest organized by Students for Justice in Palestine and the Democratic Socialists of America at the University of Missouri, protesters held signs with messages that included: ""Save Hamas."" Hamas is an antisemitic U.S.-designated terror group responsible for the October 7, 2023, terrorist attack on Israel.",Columbia,MO,"Columbia, MO",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
73107,2024-08-31,"Four teenagers taunted an individual and said, ""Heil Hitler, white power.""",Livingston,NJ,"Livingston, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67519,2024-08-30,"Stickers that read: ""Free Palestine"" were placed on the fence of a Jewish day school.",Denver,CO,"Denver, CO",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
67520,2024-08-30,"Patriot Front, a white supremacist group, posted stickers that read: ""Strong families, strong nations,"" ""No Zionists in government, we serve one nation"" and ""United we stand.""",Denver,CO,"Denver, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67521,2024-08-30,"A Jewish lawyer received a harassing antisemitic email that read: ""You are the Most misleading Jew Twot I have ever met [sic].""",Washington,DC,"Washington, DC",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,,Antisemitism,,refined,2025-12-16
67522,2024-08-30,A synagogue received an antisemitic bomb threat.,South Miami,FL,"South Miami, FL",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67523,2024-08-30,A mezuzah was ripped from the doorframe of a Jewish person's home and discarded on the floor.,West Palm Beach,FL,"West Palm Beach, FL",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
67524,2024-08-30,"Patriot Front, a white supremacist group, posted stickers that read: ""American by blood,"" ""For a new American nation state,"" ""Life, liberty, victory"" and ""No Zionists in government, we serve one nation.""",Odenton,MD,"Odenton, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67525,2024-08-30,"A sticker that read: ""A Dead Zionist A Day Keeps Genocide Away"" was placed on a pole on the campus of the University of Michigan.",Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Vandalism,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
67526,2024-08-30,"Patriot Front, a white supremacist group, posted stickers that read: ""No Zionists in government, we serve one nation,"" ""For a new American nation state"" and ""Patriot Front.""",Atlantic Beach,NY,"Atlantic Beach, NY",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67527,2024-08-30,"A student at Syracuse University was harassed by an individual who said, ""Look behind you, it's Hamas.""",Syracuse,NY,"Syracuse, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
67528,2024-08-30,"White supremacist Patriot Front posted stickers that read: ""For the nation, against the state,"" ""Life, liberty, victory,"" ""America first"" and ""No Zionists in government, we serve one nation.""",Lock Haven,PA,"Lock Haven, PA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67529,2024-08-30,An individual used a bottle to attack Jewish students at the University of Pittsburgh.,Pittsburgh,PA,"Pittsburgh, PA",Antisemitic Incident: Assault,,,,College/University,,Antisemitism,,refined,2025-12-16
67530,2024-08-30,"An Israeli artist's mural was vandalized with: ""Death to Zionism,"" ""Free Palestine"" and ""Fuck [artist's name].""",Houston,TX,"Houston, TX",Antisemitic Incident: Vandalism,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
67531,2024-08-30,Swastika graffiti was found at a high school.,Nokesville,VA,"Nokesville, VA",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
70000,2024-08-30,"A Jewish organization received a voice message from an individual who said, ""Motherfucker Jews. Fuck you and fuck your Israel.""",Princeton,NJ,"Princeton, NJ",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
67509,2024-08-29,"A Jewish high school student's car was vandalized with a swastika, ""N----r"" and a phallic symbol.",West Hills,CA,"West Hills, CA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67510,2024-08-29,"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""Two parties, one tyranny,"" ""No Zionists in government, we serve one nation"" and ""United we stand.""",Brighton,CO,"Brighton, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67511,2024-08-29,"Patriot Front, a white supremacist group, posted stickers that read: ""Reject poison,"" ""United we stand,"" ""We dare to defend our rights"" and ""No Zionists in government, we serve one nation.""",Thornton,CO,"Thornton, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67512,2024-08-29,"A note that read: ""I hate Jews"" was left at a synagogue.",Alexandria,LA,"Alexandria, LA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67513,2024-08-29,"Patriot Front, a white supremacist group, posted stickers at Kalamazoo College that read: ""No Zionists in government, we serve one nation,"" ""American spirit, European blood,"" ""Life, liberty, victory"" and ""Reclaim America.""",Oshtemo,MI,"Oshtemo, MI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),College/University,1.0,Antisemitism,,refined,2025-12-16
67514,2024-08-29,"""KYS [Kill Yourself] Zionist"" was written on a pole in a public area.",Hoboken,NJ,"Hoboken, NJ",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67515,2024-08-29,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""America first,"" ""No Zionists in government, we serve one nation"" and ""Free occupied America.""",Las Vegas,NV,"Las Vegas, NV",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67516,2024-08-29,The sign for a Jewish congregation renting space at a church was vandalized.,San Antonio,TX,"San Antonio, TX",Antisemitic Incident: Vandalism,,,,Other,,Antisemitism,,refined,2025-12-16
67517,2024-08-29,"Patriot Front, a white supremacist group, spray-painted stencils and posted stickers that read: ""Reject poison,"" ""America first,"" ""No Zionists in government, we serve one nation,"" ""Life, liberty, victory"" and ""Patriot Front.""",Mead,WA,"Mead, WA",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67518,2024-08-29,"Patriot Front, a white supremacist group, posted stickers that read: ""Reclaim America,"" ""Life of our nation, liberty of our people, victory of the American spirit"" and ""No Zionists in government, we serve one nation.""",La Crosse,WI,"La Crosse, WI",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69749,2024-08-29,"At an anti-Israel protest organized by Students for Justice in Palestine at Temple University, protesters targeted Hillel, marching across campus and to the Hillel building while chanting, ""Intifada, Intifada; Long Live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community. Protesters also displayed the flag of the antisemitic and anti-Israel U.S.-designated terror group the Popular Front for the Liberation of Palestine.",Philadelphia,PA,"Philadelphia, PA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
70018,2024-08-29,"A walkway was vandalized with Stars of David, ""Jew,"" ""GAY,"" ""Kill"" and ""Fag.""",Louisville,KY,"Louisville, KY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
70334,2024-08-29,"A professor at San Diego State University singled out a Jewish student wearing a Star of David in their class and said to them, ""Palestine is important to me and it is a real country, and we are not going to argue that.""",San Diego,CA,"San Diego, CA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70474,2024-08-29,"A group of Jewish students affiliated with Hillel at Old Dominion University were harassed by individuals who yelled, ""Free Palestine"" at them.",Norfolk,VA,"Norfolk, VA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
71133,2024-08-29,"A banner was displayed at City College that read: ""Complicit CUNY Divest from Genocide Intifada Revolution.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71134,2024-08-29,"Banners were displayed at the College of Staten Island that read: ""Drop the felonies free Palestine"" with an inverted red triangle and ""Resistance is after you divest"" also with an inverted red triangle. The inverted red triangle is a symbol that first appeared in Hamas propaganda videos showing Israeli military targets.",Staten Island,NY,"Staten Island, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
72726,2024-08-29,"At an anti-Israel rally organized by the Palestinian Youth Movement, Students for Justice in Palestine, Faculty for Justice in Palestine at San Francisco State University and Bay Youth 4 Palestine, protesters held signs with messages that included: ""Long live the Intifada"" and ""Resistance is justified,"" slogans commonly used as a call for violence against Israel and the Jewish community and to support Hamas's antisemitic October 7, 2023, terrorist attack.",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
73145,2024-08-29,A swastika was carved into the bed frame in a student's dorm room at a university.,Ewing Township,NJ,"Ewing Township, NJ",Antisemitic Incident: Vandalism,,,,College/University,,Antisemitism,,refined,2025-12-16
73220,2024-08-29,Swastika graffiti was spray-painted on a storage container on a school's property.,Millburn,NJ,"Millburn, NJ",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
67498,2024-08-28,"An individual displayed a sign at Arizona State University that featured a bloody Israeli flag and the caption: ""Jews killed Jesus.""",Tempe,AZ,"Tempe, AZ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
67499,2024-08-28,"A Jewish organization was tagged in a threatening Instagram post. The message said, ""You should be terrified of the vengeance I will exact on your HQ.""",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67500,2024-08-28,"Patriot Front, a white supremacist group, posted stickers that read: ""Forward for a new American nation state,"" ""America first"" and ""No Zionists in government, we serve one nation.""",Lockport,IL,"Lockport, IL",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67501,2024-08-28,"Patriot Front, a white supremacist group, posted stickers that read: ""Defend American labor,"" ""No Zionists in government, we serve one nation"" and ""One nation, against invasion.""",Bowie,MD,"Bowie, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67502,2024-08-28,"Patriot Front, a white supremacist group, posted stickers that read: ""America first,"" ""American by blood"" and ""No Zionists in government, we serve one nation.""",Hunt Valley,MD,"Hunt Valley, MD",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67503,2024-08-28,"Patriot Front, a white supremacist group, posted stickers that read: ""Life, liberty, victory,"" ""No Zionists in government, we serve one nation"" and ""We dare to defend our rights.""",Ozark,MO,"Ozark, MO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67504,2024-08-28,"An employee of a social services organization made antisemitic comments to a client upon learning about their Jewish identity, accusing the client of committing genocide and said, ""Go find your people.""",Bridgeton,NJ,"Bridgeton, NJ",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
67505,2024-08-28,"An individual tore down fliers raising awareness of Israeli hostages taken by Hamas on October 7, 2023.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67506,2024-08-28,A pro-Israel sign at a synagogue was vandalized with red paint.,Shelter Rock,NY,"Shelter Rock, NY",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
67507,2024-08-28,"An individual said, ""I want to kill you, you [expletive] Jew,"" to a Jewish barber, then stabbed the victim several times with a pair of scissors.",Yonkers,NY,"Yonkers, NY",Antisemitic Incident: Assault,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
69739,2024-08-28,"A fraudulent Facebook profile was created using a Jewish person's name, listing the individual's personal information along with pro-Palestinian imagery and language that read: ""From the river to the sea,"" a slogan commonly used to call for an end to the Jewish state.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Other,1.0,Antisemitism,,refined,2025-12-16
69752,2024-08-28,"A Jewish organization received a voice message from an individual who said Jewish people should leave Israel so that Palestinians can be given all of the land. The individual also said he ""knows that Jewish people have spies in San Diego.""",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
70376,2024-08-28,"A message was left in chalk at State University of New York, Purchase that read: ""Zionists Go Home"" with an inverted red triangle, a symbol that first appeared in Hamas propaganda videos showing Israeli military targets.",Purchase,NY,"Purchase, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70451,2024-08-28,"Antisemitic fliers were distributed in a residential area that read: ""Hitler was right"" with a swastika and other antisemitic rhetoric.",Berkeley,CA,"Berkeley, CA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
70549,2024-08-28,A vehicle was vandalized with a swastika.,Portland,OR,"Portland, OR",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71429,2024-08-28,A swastika was drawn in pencil on a desk at a high school.,Silver Spring,MD,"Silver Spring, MD",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
71549,2024-08-28,Graffiti and swastikas were found on a building in Nissequogue River State Park.,Kings Park,NY,"Kings Park, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
71722,2024-08-28,"At an anti-Israel rally at Hunter College, protesters displayed signs with messages that included: ""Bring the war home"" with an image of a gun, ""Let the intifada pave the way for people's war"" and ""It is right to rebel; Hillel go to hell"" (with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets).",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
71760,2024-08-28,"At an anti-Israel rally organized by the TAHRIR Coalition, SAFE, Students for Justice in Palestine, Jewish Voice for Peace and the Democratic Socialists of America at the University of Michigan, protesters displayed signs with messages that included: ""Gaza to Beirut, one struggle"" with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets.",Ann Arbor,MI,"Ann Arbor, MI",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71761,2024-08-28,"At an anti-Israel rally against Hillel at Baruch College, protesters displayed signs with messages that included: ""Bring the war home"" with an image of a gun, ""Let the intifada pave the way for people's war"" and ""It is right to rebel; Hillel go to hell"" (with inverted red triangle imagery, a symbol popularized by the antisemitic U.S.-designated terror group Hamas to mark targets).",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
73264,2024-08-28,"White Lives Matter, the white supremacist group, distributed propaganda that read: ""White Lives Matter,"" ""Race-Mixing is White Genocide, Stop Killing White People"" and advertised an antisemitic film.",Salem,OR,"Salem, OR",Antisemitic Incident: Harassment,,,White Lives Matter (WLM),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67494,2024-08-27,"Patriot Front, a white supremacist group, distributed propaganda and posted stickers that read: ""No Zionists in government, we serve one nation,"" ""Two parties, one tyranny"" and ""For a new American nation state.""",Boulder,CO,"Boulder, CO",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67495,2024-08-27,A pro-Israel sign at a synagogue was vandalized.,Sharon,MA,"Sharon, MA",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
67496,2024-08-27,Conspiratorial antisemitic fliers were placed on parked cars at a store.,Auburn,ME,"Auburn, ME",Antisemitic Incident: Harassment,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
69736,2024-08-27,"Fliers were distributed at the University of Maryland that read: ""Students for Justice in Palestine and the wider Anti-Imperialist Movement at UMN express our full solidarity with Palestinians in their struggle against zionist [sic] settler colonialism and genocide."" There was a banner reading: ""From the river to the sea, Palestine is almost free.""",College Park,MD,"College Park, MD",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69794,2024-08-27,"At a World Language and Literature booth at Southern Connecticut State University, the Stars of David on the Israeli flags within a world flags tapestry were covered with stickers.",New Haven,CT,"New Haven, CT",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70662,2024-08-27,"An individual sent threatening antisemitic messages to multiple Jewish Tulane University students. One of the messages read: ""The Zionist is reaking from your stench and I can smell the blood from your hands"" and ""Wicked Zionist bitch.""",New Orleans,LA,"New Orleans, LA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
73195,2024-08-27,"A fireman yelled, ""Go back to your house you gay Jew"" to a person playing music near the firehouse.",North Arlington,NJ,"North Arlington, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67486,2024-08-26,"A community magazine for the Coronado neighborhood printed an interview with a musician in which the interviewee said, ""Fuck Zionists.""",Phoenix,AZ,"Phoenix, AZ",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
67487,2024-08-26,"Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area that read: ""Every single aspect of the COVID agenda is Jewish.""",Fort Wayne,IN,"Fort Wayne, IN",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
67488,2024-08-26,A synagogue received an antisemitic email from a known offender. (This incident represents one of three facilities targeted in a day).,St. Louis,MO,"St. Louis, MO",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67489,2024-08-26,A synagogue received an antisemitic email from a known offender. (This incident represents one of three facilities targeted in a day).,St. Louis,MO,"St. Louis, MO",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67490,2024-08-26,A synagogue received an antisemitic email from a known offender. (This incident represents one of three facilities targeted in a day).,St. Louis,MO,"St. Louis, MO",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
67491,2024-08-26,"An individual displayed a sign on a street corner that read: ""Israel did 9/11.""",Hyde Park,NY,"Hyde Park, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67492,2024-08-26,Swastika graffiti was found at Yowell Meadow Park.,Culpeper,VA,"Culpeper, VA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
67493,2024-08-26,"A sticker was placed at Cal Anderson Park that read: ""I need a couple of y'all's ugly ass Zionists to sit on my porch for Halloween.""",Seattle,WA,"Seattle, WA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67508,2024-08-26,Graffiti that included a swastika was left on a parked car in a public area.,Phoenix,AZ,"Phoenix, AZ",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
69730,2024-08-26,"An individual entered a Jewish-owned business and harassed customers, telling them they should not support a Jewish-owned business.",Dorchester,MA,"Dorchester, MA",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,,Antisemitism,,refined,2025-12-16
69734,2024-08-26,"Individuals distributed fliers that read: ""Jews here!"" promoting an antisemitic and anti-Zionist website at a University of Pennsylvania convocation ceremony.",Philadelphia,PA,"Philadelphia, PA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69737,2024-08-26,"Individuals displayed a sign on the campus of the University of Arizona that read: ""Jews Killed Jesus,"" over an Israeli flag.",Sahuarita,AZ,"Sahuarita, AZ",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69738,2024-08-26,"Fliers were distributed to students at the Massachusetts Institute of Technology that promoted various anti-Israel and antisemitic websites and social media channels, including the Resistance News Network, a radical antisemitic, anti-Zionist English-language Telegram channel.",Cambridge,MA,"Cambridge, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70418,2024-08-26,"At an anti-Israel rally organized by the Cornell Coalition for Mutual Liberation at Cornell University, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end to the Jewish state.",Ithaca,NY,"Ithaca, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70462,2024-08-26,"Individuals associated with the Young Democratic Socialists of America at the University of Cincinnati distributed fliers on the campus that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Cincinnati,OH,"Cincinnati, OH",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70464,2024-08-26,"Students distributed pamphlets at Ohio State University's student organization fair that defended antisemitic violence. The pamphlets, prepared by the Central Ohio Revolutionary Socialists, read: ""Central Ohio Revolutionary Socialists offers our unconditional support to the Palestinian struggle for liberation by any means necessary...We call on all progressive people to support Palestinians when they resist by whatever means they deem necessary.""",Columbus,OH,"Columbus, OH",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
70663,2024-08-26,"Fliers were distributed on the campus of the University of South Florida advertising the Students for Socialism that feature an image of a headband for the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terrorist group.",Tampa,FL,"Tampa, FL",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71250,2024-08-26,Antisemitic graffiti was spray-painted on the street in front of a store.,Bethesda,MD,"Bethesda, MD",Antisemitic Incident: Vandalism,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
71759,2024-08-26,"At an anti-Israel rally organized by Students for a Democratic Society, the Palestinian Youth Movement, the Democratic Socialists of America and Students for Justice in Palestine at New York University's Tandon School of Engineering, protesters held signs with messages that included: ""Don't buy Zionist propaganda.""",Brooklyn,NY,"Brooklyn, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
73286,2024-08-26,"At an anti-Israel rally organized by Denver Anti-War Action, the Freedom Road Socialist Organization, Students for a Democratic Society, Jewish Voice for Peace, the Colorado Palestine Coalition and the Colorado Springs People's Collection, a speaker echoed classic antisemitic tropes about alleged Jewish power, control and dual loyalty, accusing an elected official of being ""bought and paid for"" by ""the Zionist agenda.""",Lakewood,CO,"Lakewood, CO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67484,2024-08-25,"Patriot Front, a white supremacist group, spray-painted stencils and posted stickers that read: ""Strong families, strong nations,"" ""Life, liberty, victory,"" ""No more foreign wars,"" ""In brotherhood we trust"" and ""No Zionists in government, we serve one nation.""",Mobile,AL,"Mobile, AL",Antisemitic Incident: Vandalism,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
67485,2024-08-25,"An individual associated with the antisemitic Goyim Defense League posted a flier on the bulletin of a post office that read: ""Remember the USS Liberty.""",Teasdale,UT,"Teasdale, UT",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
70032,2024-08-25,"Graffiti was etched into a fence outside a synagogue that read: ""Free Palestine.""",Chico,CA,"Chico, CA",Antisemitic Incident: Vandalism,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
70062,2024-08-25,"A student at Hunter College asked their roommate about their religious background. Upon finding out that their roommate was Jewish, the student became aggressive and said he would not live with their roommate.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Assault,,,,College/University,,Antisemitism,,refined,2025-12-16
70422,2024-08-25,"Individuals associated with the anti-Israel group Colombia University Apartheid Divest distributed fliers at Columbia University that read: ""LONG LIVE PALESTINE. GLORY TO THE RESISTANCE"" and included an inverted red triangle, a symbol that first appeared in Hamas propaganda videos showing Israeli military targets.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
71662,2024-08-25,"At an anti-Israel protest organized by Bay Area for Palestine, Al-Awda and Students for Justice in Palestine, protesters held signs with messages that included: ""Resist until return"" (with inverted red triangle imagery, a symbol used by the antisemitic U.S.-designated terror group Hamas to mark targets).",Houston,TX,"Houston, TX",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
