incident_id,date,description,city,state,location,attack_type,ideology,subideology,group,location_type,israel_zionism_related,predicted_category,terms_detected,source,processed_date
64249,2024-02-06,"A county council meeting was disrupted by an individual associated with the antisemitic City Council Death Squad who made antisemitic comments including, ""The Jews did 9/11"" and ""They've got these tunnels under New York where they're drinking children's blood and raping them.""",Whatcom,WA,"Whatcom, WA",Antisemitic Incident: Harassment,,,City Council Death Squad,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
64250,2024-02-06,"Individuals associated with the antisemitic Goyim Defense League made antisemitic remarks during a city council meeting, including accusing Jews of being responsible for the slave trade in America.",Framingham,MA,"Framingham, MA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
64264,2024-02-06,Swastika graffiti was found at an elementary school.,Norwich,CT,"Norwich, CT",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
64269,2024-02-06,"A Jewish person was approached by an individual who said, ""Israel is acting like Nazi Germany.""",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64271,2024-02-06,Graffiti that included a swastika and SS bolts was found near a park.,Brooklyn,NY,"Brooklyn, NY",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
64282,2024-02-06,"An employee made threatening and conspiratorial antisemitic comments to a Jewish coworker, including, ""The Jewish blood suckers run world"" and ""The United States is run by Jews and one day they will all be killed.""",Hadley,MA,"Hadley, MA",Antisemitic Incident: Harassment,,,,Business Establishment,,Antisemitism,,refined,2025-12-16
64472,2024-02-06,A city council meeting was disrupted by individuals who made antisemitic and racist comments.,Cannon Beach,OR,"Cannon Beach, OR",Antisemitic Incident: Harassment,,,City Council Death Squad,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
64657,2024-02-06,An individual tore down fliers raising awareness of Israeli hostages at Boston University.,Boston,MA,"Boston, MA",Antisemitic Incident: Vandalism,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
64702,2024-02-06,"An individual shouted, ""Dirty Jews, get out of Palestine"" at two yeshiva students.",Rochester,NY,"Rochester, NY",Antisemitic Incident: Harassment,,,,Jewish Institution / School,1.0,Antisemitism,,refined,2025-12-16
64800,2024-02-06,"A synagogue received an antisemitic postcard that read: ""Is there a child rape, torture and murder tunnel under your building? We have the Zyklon B. Use discount code 'GASTHEJEWS' and save 10% on your order.""",Lynchburg,VA,"Lynchburg, VA",Antisemitic Incident: Harassment,,,,Jewish Institution / School,,Antisemitism,,refined,2025-12-16
65021,2024-02-06,"At an anti-Israel rally organized by the Democratic Socialists of America at North Carolina State University, protesters displayed signs from the Party for Socialism and Liberation with messages that included: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Raleigh,NC,"Raleigh, NC",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65022,2024-02-06,A student made antisemitic comments related to Israel during a class at San Francisco State University.,San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65023,2024-02-06,"At an anti-Israel rally organized by Students for Justice in Palestine at Adelphi University, protesters held signs with messages that included: ""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community. A speaker also said, ""Footage from the ground of Palestine is soaked in blood. And that blood is on the hands of every Long Island educational administrator who allowed this event to continue. Who allowed Zionists on their campuses.""",Garden City,NY,"Garden City, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65024,2024-02-06,"At an anti-Israel gathering at the University of Florida organized by the Party for Socialism and Liberation, individuals displayed signs with messages that included: ""Nazis think Zionism is sexy 2.""",Gainesville,FL,"Gainesville, FL",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
65711,2024-02-06,"A city council meeting was disrupted by an individual who made antisemitic, racist and anti-Latter-day Saint comments.",Midway,UT,"Midway, UT",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66409,2024-02-06,"Patriot Front, a white supremacist group, hung a banner from an overpass that read: ""No Zionists in government, we serve one nation."" The group also distributed propaganda that read: ""America first,"" ""United we stand"" and ""Defend American labor.""",Thornton,CO,"Thornton, CO",Antisemitic Incident: Harassment,Right Wing (White Supremacist),,Patriot Front (PF),Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66679,2024-02-06,Swastikas and other antisemitic graffiti were found around a school.,Phoenix,AZ,"Phoenix, AZ",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
66680,2024-02-06,"Anti-Zionist posters were displayed at a high school, including a poster that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used to call for an end to the Jewish state.",Santa Ana,CA,"Santa Ana, CA",Antisemitic Incident: Harassment,,,,Non-Jewish School,1.0,Antisemitism,,refined,2025-12-16
66681,2024-02-06,"An individual running a fundraiser to attend a trip to Israel received an antisemitic message in response to the fundraiser that read: ""Fat L big ass Kike n----r Imma [sic] bomb your house.""",Chicago,IL,"Chicago, IL",Antisemitic Incident: Harassment,,,,Other,1.0,Antisemitism,,refined,2025-12-16
69894,2024-02-06,"Anti-Israel protesters organized by Ithaca College Students for Palestine picketed an event at the Ithaca College Hillel featuring a discussion between Israeli and Palestinian academics and displayed signs that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end to the Jewish state.",Ithaca,NY,"Ithaca, NY",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69925,2024-02-06,A Jewish business owner found pamphlets distributed at their business that depicted them as an antisemitic caricature with a hook-nose.,Brooklyn,NY,"Brooklyn, NY",Antisemitic Incident: Harassment,,,,Jewish-Owned Business,,Antisemitism,,refined,2025-12-16
71168,2024-02-06,"Graffiti was found on a residential building that read: ""Free Gaza Kill Jews"" and ""Free Gaza Kill Jewish Swine.""",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Vandalism,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
71801,2024-02-06,"During anti-Israel commentary at a public meeting, a speaker echoed classic antisemitic tropes about alleged Jewish dual loyalty, referring to a U.S.-born local elected official as being ""from Israel.""",San Jose,CA,"San Jose, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72047,2024-02-06,"During anti-Israel commentary at a public meeting, speakers made references to the antisemitic conspiracy theory that Israel controls the United States government, such as saying, ""The Israeli lobby has made American democracies hostage,"" ""The Israeli government has managed to deeply infiltrate every level of U.S. representation of the voting public"" and ""You [city counselors] all have bowed down to Israel."" A speaker also said, ""Zionism is the greatest perversion of Jewish values.""",Jefferson City,MO,"Jefferson City, MO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72048,2024-02-06,"At an anti-Israel rally organized by the Party for Socialism and Liberation, the Community Party USA and the Congress of Workers' Organizations, New Hampshire, protesters chanted and displayed signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Manchester,NH,"Manchester, NH",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72049,2024-02-06,"At a protest organized by Jewish Voice for Peace at an Ashland city council meeting, an anti-Israel protester made antisemitic comments that included, ""Why do you think AIPAC is spending so much money on placing their purchased politicians in congressional positions? That gives Israel and Zionism a powerful hand in US politics. The US government is essentially controlled by a Zionist entity.""",Ashland,OR,"Ashland, OR",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72050,2024-02-06,"During anti-Israel commentary at a public meeting, a speaker said, ""There is a direct line from American segregation to Zionism.""",Nashville,TN,"Nashville, TN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72132,2024-02-06,"At an anti-Israel rally organized by the Indiana Center for Middle East Peace, protesters displayed signs with messages that included: ""Zionism is Racism.""",Fort Wayne,IN,"Fort Wayne, IN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72133,2024-02-06,"At an anti-Israel rally organized by Women Against Military Madness, Students for a Democratic Society, the Minnesota Immigrant Rights Action Committee and Anti-War Minnesota, protesters displayed signs with messages that included: ""From the river to the sea,"" a slogan commonly used to call for an end to the Jewish state.",Saint Paul,MN,"Saint Paul, MN",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72134,2024-02-06,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Jewish Voice for Peace and American Muslims for Palestine, protesters displayed signs with messages that included: ""Zionism = Racism,"" ""Buy your local politician with blood money"" and ""Intifada Until Victory,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Jefferson City,MO,"Jefferson City, MO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72209,2024-02-06,"At an anti-Israel rally organized by South Asians for Justice at a Fremont City Council meeting, protesters displayed signs with messages that read: ""Zionism is Racism, Abolish Israel.""",Fremont,CA,"Fremont, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72480,2024-02-06,"During anti-Israel commentary at a public meeting, a speaker said, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end to the Jewish state.",Fairfield,CA,"Fairfield, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72792,2024-02-06,"At an anti-Israel protest organized by Jewish Voice for Peace at a Sacramento city council meeting, a protester shouted, ""Fuck you, Zionist"" at a public official.",Sacramento,CA,"Sacramento, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64239,2024-02-05,Individuals associated with the antisemitic Goyim Defense League distributed antisemitic fliers in a residential neighborhood.,Raleigh,NC,"Raleigh, NC",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
64240,2024-02-05,"A city council member received a threatening antisemitic and anti-Israel email with the subject line: ""No better JEW TERRORISTS than the ones in pine boxes.""",Dallas,TX,"Dallas, TX",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
64246,2024-02-05,Swastika graffiti was found in two middle school classrooms in the same school.,Plainview,NY,"Plainview, NY",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
64270,2024-02-05,"Individuals associated with the antisemitic Goyim Defense League made antisemitic and anti-Black remarks during a city council meeting, including, ""It's not a secret that the Jews hate us.""",Rancho Cordova,CA,"Rancho Cordova, CA",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
66676,2024-02-05,A Jewish alderman received an antisemitic letter in the mail featuring an image of Benjamin Netanyahu with horns and blood coming out of his mouth.,Chicago,IL,"Chicago, IL",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
66677,2024-02-05,"An individual displayed a sign with a swastika, which was visible to their neighbors.",Dorchester,MA,"Dorchester, MA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
66678,2024-02-05,Swastika graffiti was found on an individual's home.,Queens,NY,"Queens, NY",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
69234,2024-02-05,"At an anti-Israel rally organized by Party for Socialism and Liberation and ANSWER Coalition, a speaker invoked classic antisemitic tropes about alleged Jewish control of the media by saying, ""CNN, the Wall Street Journal and other Zionist media.""",Chicago,IL,"Chicago, IL",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
69235,2024-02-05,"At an anti-Israel rally organized by Howard County for a Free Palestine, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Ellicott City,MD,"Ellicott City, MD",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69236,2024-02-05,"During anti-Israel commentary at a public meeting, a speaker said, ""Palestinians are occupied people and therefore have the right to resist,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Troy,MI,"Troy, MI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69237,2024-02-05,"At an anti-Israel rally organized by Colorado Palestine Coalition at a Denver City Council meeting, a speaker said, ""Hamas is an ideal of freedom.""",Denver,CO,"Denver, CO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69238,2024-02-05,"At an anti-Israel rally organized by Jewish Voice for Peace and the Pittsburgh Palestine Coalition, protesters chanted, ""From the water to the water [Jordan River to the Mediterranean Sea], Palestine is Arab"" (in Arabic), a slogan commonly used as a call for an end of the Jewish state.",Harrisburg,PA,"Harrisburg, PA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
70356,2024-02-05,"An individual performed a Nazi salute and yelled, ""Heil Hitler"" in a public area multiple times.",Rutherford Borough,NJ,"Rutherford Borough, NJ",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
70783,2024-02-05,"At a middle/high school, a student's project that included Jewish religious symbols was vandalized.",Seattle,WA,"Seattle, WA",Antisemitic Incident: Vandalism,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
70867,2024-02-05,"A student yelled, ""Kill all the Jews"" during class.",Elmwood Park,NJ,"Elmwood Park, NJ",Antisemitic Incident: Harassment,,,,Non-Jewish School,,Antisemitism,,refined,2025-12-16
71103,2024-02-05,"A sign that read: ""IDF kills children"" was placed next to a memorial site for victims of the October 7, 2023, terrorist attack at or near Wake Forest University.",Winston-Salem,NC,"Winston-Salem, NC",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
72127,2024-02-05,"At an anti-Israel rally organized by American Muslims for Palestine, protesters displayed signs with messages that included: ""Resistance Against Occupation is a Human Right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",New Haven,CT,"New Haven, CT",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
63992,2024-02-04,"An individual allegedly stole a pro-Israel sign from a home; when the victim demanded the sign back, the assailant said, ""You Jews are killing Palestinians"" and physically assaulted the victim.",Hewlett,NY,"Hewlett, NY",Antisemitic Incident: Assault,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
64125,2024-02-04,"An individual physically assaulted a neighbor and made antisemitic comments including calling the victim, ""Fucking dirty Jew who deserves to be attacked like Israel should be attacked.""",Winterhaven,CA,"Winterhaven, CA",Antisemitic Incident: Assault,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
64130,2024-02-04,An individual blocked traffic and made antisemitic comments.,Rockaway,NY,"Rockaway, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
64215,2024-02-04,"Individuals associated with the antisemitic Goyim Defense League distributed propaganda around a residential neighborhood that read: ""Every single aspect of the media is Jewish"" and ""Every single aspect of 9/11 is Jewish.""",Mequon,WI,"Mequon, WI",Antisemitic Incident: Harassment,,,Goyim Defense League (GDL),Home/Housing,,Antisemitism,,refined,2025-12-16
64235,2024-02-04,"Antisemitic fliers that read: ""Jews control the media"" were distributed in a residential area.",Imperial Beach,CA,"Imperial Beach, CA",Antisemitic Incident: Harassment,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
66675,2024-02-04,A swastika was spray-painted onto a residential building.,Brooklyn,NY,"Brooklyn, NY",Antisemitic Incident: Vandalism,,,,Home/Housing,,Antisemitism,,refined,2025-12-16
69198,2024-02-04,A Palestinian flag was taped to a Jewish teacher's classroom door in what appeared to be targeted action.,Westerville,OH,"Westerville, OH",Antisemitic Incident: Harassment,,,,Non-Jewish School,1.0,Antisemitism,,refined,2025-12-16
69207,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs that read: ""Resistance is not terrorism; Free Palestine"" and ""Stand with Palestinian Resistance"" slogans commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Providence,RI,"Providence, RI",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69208,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation and Jewish Voice for Peace, protesters held signs with messages that read: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack. Protesters also chanted, ""From the water to the water [Jordan River to the Mediterranean Sea], Palestine is Arab"" (in Arabic), a slogan commonly used as a call for an end of the Jewish state.",Raleigh,NC,"Raleigh, NC",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69209,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Healthcare Workers for Palestine and the Palestinian Youth Movement, protesters displayed signs that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Berkeley,CA,"Berkeley, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69210,2024-02-04,"At an anti-Israel rally organized by the Palestinian Youth Movement and The People's Forum, protesters displayed signs that read: ""Smash imperialism and Zionism"" and a flag with the logo of the Popular Front for the Liberation of Palestine, an antisemitic U.S.-designated terror group.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69211,2024-02-04,"At an anti-Israel rally organized by Jewish Voice for Peace, the ANSWER Coalition and the Council on American-Islamic Relations, protesters displayed signs that read: ""When people are occupied resistance is justified,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Sacramento,CA,"Sacramento, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69212,2024-02-04,"At an anti-Israel rally organized by the Palestinian Youth Movement and the Party for Socialism and Liberation at Northeastern University, protesters held signs with messages that included: ""Do you support decolonization as an abstract academic theory? Or as a tangible event?"" and ""Victory to the Palestinian Resistance,"" language commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack. A speaker also said, ""The world knows Zionism for what it is: a death cult. Zionism is the movement that traverses only in death and destruction...What do we do with Zionism? Shut it down!""",Boston,MA,"Boston, MA",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69213,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Jewish Voice for Peace, the Council on American-Islamic Relation and American Muslims for Palestine, protesters displayed signs with messages that included: ""Zionism is terrorism,"" ""Resistance is not terrorism,"" ""Zionists, deep state, the 1%, the elite (the same motherf*ckers). Americans are governed by a foreign entity"" and an Israeli flag with a swastika inside of the Star of David. Protesters also chanted, ""Say it loud, say it clear: we don't want Zionists here."" A speaker said, ""This is our struggle against the powers of Zionism, imperialism, colonialism and capitalism which are all perpetrating in the name of white supremacy.""",Austin,TX,"Austin, TX",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69239,2024-02-04,"At an anti-Israel rally organized by Jewish Voice for Peace, protesters displayed signs with messages that included: ""Zionism is terrorism"" and ""Resistance against occupation is a human right,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Northampton,MA,"Northampton, MA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69240,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, the Palestinian Youth Movement and the ANSWER Coalition, protesters displayed signs with messages that included: ""We are left with one solution: Intifada, revolution"" and ""Resistance is justified when people are occupied,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Seattle,WA,"Seattle, WA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69241,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that included: ""Resistance against occupation is a human right"" and ""From the river to the sea,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack and as a call for an end to the Jewish state.",Milwaukee,WI,"Milwaukee, WI",Antisemitic Incident: Harassment,,,,Home/Housing,1.0,Antisemitism,,refined,2025-12-16
69242,2024-02-04,"At an anti-Israel rally organized by groups including the Palestinian Youth Movement, the ANSWER Coalition and the Party for Socialism and Liberation, protesters held signs with messages that included: ""Resistance against occupation is a human right,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack. A speaker also referred to Israel as ""the illegitimate Zionist state.""",Los Angeles,CA,"Los Angeles, CA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
71723,2024-02-04,"At an anti-Israel rally organized by the American Civic and Humanitarian Council, protesters displayed signs with messages that included: ""Resistance is justified when people are occupied"" and ""One Holocaust does not justify another."" Protesters also displayed a banner titled ""Israel Lies in 5 Weeks"" that denied testimony of atrocities committed on October 7, 2023, including claiming: ""No raped women.""",Schaumburg,IL,"Schaumburg, IL",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
72126,2024-02-04,"At an anti-Israel rally organized by the NYC Alliance for Advancing Disruptive Activities, protesters displayed signs with messages that read: ""Zionism is terrorism"" and ""Zionist propaganda kills."" Protesters also chanted, ""There is only one solution; Intifada, revolution,"" a slogan commonly used as a call for violence against Israel and the Jewish community.",Manhattan,NY,"Manhattan, NY",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
72213,2024-02-04,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs with messages that included: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Atlanta,GA,"Atlanta, GA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
73270,2024-02-04,"At an anti-Israel rally organized by the Colorado Springs People's Coalition, protesters held signs with messages that included: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Colorado Springs,CO,"Colorado Springs, CO",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
63937,2024-02-03,"""Vote Hamas for president 2024"" was written on a public wall.",Oakland,CA,"Oakland, CA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
63956,2024-02-03,Swastika graffiti was found on a rock at a park.,Seven Valleys,PA,"Seven Valleys, PA",Antisemitic Incident: Vandalism,,,,Public Area (Park/Street/Transit/Building),,Antisemitism,,refined,2025-12-16
65020,2024-02-03,"At an anti-Israel rally organized by the Students for Justice in Palestine at George Washington University, protesters displayed signs with messages that included: ""Divest from zionist [sic] genocide"" and ""From the river to the sea,"" a slogan commonly used as a call for an end to the Jewish state.",Washington,DC,"Washington, DC",Antisemitic Incident: Harassment,,,,College/University,1.0,Antisemitism,,refined,2025-12-16
69214,2024-02-03,"At an anti-Israel rally organized by Celebrate845, protesters displayed signs that read: ""Zionism is terrorism"" and ""Resistance is not terrorism,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Beacon,NY,"Beacon, NY",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69215,2024-02-03,"At an anti-Israel rally organized by the Party for Socialism and Liberation, protesters displayed signs that read: ""If you don't like the Resistance, end the occupation"" and ""From the river to the sea,"" slogans commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack and as a call for an end of the Jewish state.",Bangor,ME,"Bangor, ME",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69216,2024-02-03,"At an anti-Israel rally organized by Little Rock Peace for Palestine, protesters displayed signs with messages that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Little Rock,AR,"Little Rock, AR",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69217,2024-02-03,"At an anti-Israel rally organized by Students for Justice in Palestine, protesters chanted, ""What does Zionism stand for? Genocide and war"" and ""Hey hey, ho ho; Zionism has got to go.""",Chino Hills,CA,"Chino Hills, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69218,2024-02-03,"At an anti-Israel rally organized by Sot El Zaytoon, protesters displayed signs that read: ""From the river to the sea"" and ""Resistance against occupation is a human right,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",Beverly Hills,CA,"Beverly Hills, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69219,2024-02-03,"At an anti-Israel rally organized by the Party for Socialism and Liberation and the ANSWER Coalition, groups both known to promote antisemitic violence, protesters held signs that read: ""Resistance is not terrorism.""",Cherokee,NC,"Cherokee, NC",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69220,2024-02-03,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Lancaster Palestine Coalition, Central Pennsylvania Ceasefire, the Democratic Socialists of America and Students for Justice in Palestine, protesters displayed signs that read: ""Resistance against occupation is a human right,"" which were created and distributed in the direct aftermath of October 7, 2023, to support Hamas's antisemitic terrorist attack.",Lancaster,PA,"Lancaster, PA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69221,2024-02-03,"At an anti-Israel rally organized by the Party for Socialism and Liberation, Healthcare Workers for Palestine and the Palestinian Youth Movement , protesters displayed signs that read: ""Resistance is justified when people are occupied"" and ""Stand with Palestinian People's Resistance."" These slogans were commonly used to support Hamas's antisemitic October 7, 2023 terrorist attack.",San Francisco,CA,"San Francisco, CA",Antisemitic Incident: Harassment,,,,Public Area (Park/Street/Transit/Building),1.0,Antisemitism,,refined,2025-12-16
69222,2024-02-03,"At an anti-Israel rally organized by NEPA for Palestine and Muslim Youth Lehigh Valley, protesters chanted, ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call to end the Jewish state.",Scranton,PA,"Scranton, PA",Antisemitic Incident: Harassment,,,,Business Establishment,1.0,Antisemitism,,refined,2025-12-16
