incident_id,date,predicted_category_machine,predicted_category_human,state,year,month,year_month,quarter
55035,2023-12-31,Numbers / Symbols,Antisemitism,Ohio,2023,12,2023-12,4
54433,2023-12-31,Numbers / Symbols,Antisemitism,New Jersey,2023,12,2023-12,4
55033,2023-12-31,Incidents / Events,Antisemitism,Texas,2023,12,2023-12,4
63717,2024-01-01,Groups / Movements,Antisemitism,New York,2024,1,2024-01,1
54432,2023-12-31,Incidents / Events,Antisemitism,Maryland,2023,12,2023-12,4
55032,2023-12-31,Incidents / Events,Antisemitism,North Carolina,2023,12,2023-12,4
63538,2024-01-02,Publications,Antisemitism,Arizona,2024,1,2024-01,1
63924,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63587,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63725,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63641,2024-01-01,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63680,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63449,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63704,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63610,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63893,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63847,2024-01-02,Numbers / Symbols,Antisemitism,Massachusetts,2024,1,2024-01,1
63442,2024-01-02,Slogans / Code words,Antisemitism,Alaska,2024,1,2024-01,1
63743,2024-01-02,Slogans / Code words,Antisemitism,Vermont,2024,1,2024-01,1
63485,2024-01-03,Numbers / Symbols,Antisemitism,Maryland,2024,1,2024-01,1
63727,2024-01-03,Key Concepts / Definitions,Antisemitism,North Carolina,2024,1,2024-01,1
63591,2024-01-03,Slogans / Code words,Antisemitism,Illinois,2024,1,2024-01,1
63919,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63584,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63798,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63568,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63553,2024-01-03,Incidents / Events,Antisemitism,Michigan,2024,1,2024-01,1
63645,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63886,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63612,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63906,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63601,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63496,2024-01-03,Incidents / Events,Antisemitism,Michigan,2024,1,2024-01,1
63770,2024-01-03,Key Concepts / Definitions,Antisemitism,Michigan,2024,1,2024-01,1
63448,2024-01-03,Incidents / Events,Antisemitism,Michigan,2024,1,2024-01,1
63833,2024-01-03,Key Concepts / Definitions,Antisemitism,North Carolina,2024,1,2024-01,1
55026,2023-12-31,Incidents / Events,Antisemitism,Texas,2023,12,2023-12,4
63750,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
54426,2023-12-31,People,Antisemitism,California,2023,12,2023-12,4
63684,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63912,2024-01-04,Slogans / Code words,Antisemitism,Washington D.C.,2024,1,2024-01,1
63487,2024-01-03,Groups / Movements,Antisemitism,Maryland,2024,1,2024-01,1
55018,2023-12-31,Incidents / Events,Antisemitism,Texas,2023,12,2023-12,4
63552,2024-01-03,"Slogans / Code words, Key Concepts / Definitions",Antisemitism,New York,2024,1,2024-01,1
63923,2024-01-04,Numbers / Symbols,Antisemitism,Massachusetts,2024,1,2024-01,1
63444,2024-01-04,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63497,2024-01-03,Incidents / Events,Antisemitism,North Carolina,2024,1,2024-01,1
63845,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63920,2024-01-04,Numbers / Symbols,Antisemitism,Oregon,2024,1,2024-01,1
63609,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63841,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63848,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63901,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
68924,2024-01-01,Slogans / Code words,Antisemitism,Pennsylvania,2024,1,2024-01,1
63780,2024-01-05,Numbers / Symbols,Antisemitism,Vermont,2024,1,2024-01,1
63686,2024-01-03,Groups / Movements,Antisemitism,California,2024,1,2024-01,1
63892,2024-01-02,Incidents / Events,Antisemitism,New York,2024,1,2024-01,1
63816,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63726,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63896,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63670,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63859,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63900,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63818,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63486,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63626,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63476,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63757,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63521,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63768,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63834,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63616,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63555,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63599,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63543,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63520,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63471,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63453,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63783,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63617,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63625,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63562,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63744,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63679,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63460,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63730,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63529,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63731,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63648,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63510,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63582,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63819,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63855,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63463,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63490,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63836,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63878,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63638,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63653,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63918,2024-01-04,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63917,2024-01-04,Key Concepts / Definitions,Antisemitism,New York,2024,1,2024-01,1
63869,2024-01-07,Numbers / Symbols,Antisemitism,California,2024,1,2024-01,1
63738,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63657,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63662,2024-01-07,Incidents / Events,Antisemitism,Florida,2024,1,2024-01,1
63512,2024-01-04,Numbers / Symbols,Antisemitism,Maryland,2024,1,2024-01,1
63559,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63771,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63567,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63509,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63481,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63699,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63663,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63740,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63573,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63556,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63646,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63647,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63903,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63737,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63804,2024-01-08,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63673,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63767,2024-01-05,People,Antisemitism,Nevada,2024,1,2024-01,1
63605,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63462,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63564,2024-01-02,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
63447,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63576,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
60709,2023-12-31,Incidents / Events,Antisemitism,Michigan,2023,12,2023-12,4
63644,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63466,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63468,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63877,2024-01-02,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63693,2024-01-08,Incidents / Events,Antisemitism,Washington,2024,1,2024-01,1
63810,2024-01-08,Incidents / Events,Antisemitism,New York,2024,1,2024-01,1
68925,2024-01-03,Key Concepts / Definitions,Antisemitism,Connecticut,2024,1,2024-01,1
63637,2024-01-01,Numbers / Symbols,Antisemitism,Connecticut,2024,1,2024-01,1
63824,2024-01-06,Slogans / Code words,Antisemitism,Maryland,2024,1,2024-01,1
63519,2024-01-08,Platforms / Sites,Antisemitism,Washington,2024,1,2024-01,1
63766,2024-01-08,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
63751,2024-01-08,Slogans / Code words,Antisemitism,New Jersey,2024,1,2024-01,1
63524,2024-01-08,Groups / Movements,Antisemitism,Missouri,2024,1,2024-01,1
59520,2023-12-31,Slogans / Code words,Antisemitism,California,2023,12,2023-12,4
59754,2023-12-31,Slogans / Code words,Antisemitism,Colorado,2023,12,2023-12,4
59724,2023-12-31,Conspiracy Theories,Antisemitism,Oregon,2023,12,2023-12,4
59605,2023-12-31,Numbers / Symbols,Antisemitism,Florida,2023,12,2023-12,4
60312,2023-12-31,Slogans / Code words,Antisemitism,Missouri,2023,12,2023-12,4
59568,2023-12-31,Numbers / Symbols,Antisemitism,Maine,2023,12,2023-12,4
59993,2023-12-31,Numbers / Symbols,Antisemitism,Georgia,2023,12,2023-12,4
59719,2023-12-31,Slogans / Code words,Antisemitism,New Jersey,2023,12,2023-12,4
59361,2023-12-31,Slogans / Code words,Antisemitism,New Jersey,2023,12,2023-12,4
59964,2023-12-31,Slogans / Code words,Antisemitism,Ohio,2023,12,2023-12,4
60059,2023-12-31,Numbers / Symbols,Antisemitism,Florida,2023,12,2023-12,4
60134,2023-12-31,Numbers / Symbols,Antisemitism,Illinois,2023,12,2023-12,4
59104,2023-12-31,Slogans / Code words,Antisemitism,California,2023,12,2023-12,4
59183,2023-12-31,Slogans / Code words,Antisemitism,New York,2023,12,2023-12,4
59524,2023-12-31,Slogans / Code words,Antisemitism,Massachusetts,2023,12,2023-12,4
59641,2023-12-31,Numbers / Symbols,Antisemitism,California,2023,12,2023-12,4
68927,2024-01-03,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68928,2024-01-03,Platforms / Sites,Antisemitism,Michigan,2024,1,2024-01,1
68929,2024-01-03,Groups / Movements,Antisemitism,Massachusetts,2024,1,2024-01,1
68930,2024-01-02,Slogans / Code words,Antisemitism,Kansas,2024,1,2024-01,1
64970,2024-01-02,Groups / Movements,Antisemitism,Colorado,2024,1,2024-01,1
68931,2024-01-01,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68932,2024-01-01,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68933,2024-01-01,Groups / Movements,Antisemitism,New York,2024,1,2024-01,1
68934,2024-01-01,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
68935,2024-01-01,Slogans / Code words,Antisemitism,Georgia,2024,1,2024-01,1
59102,2023-12-31,Slogans / Code words,Antisemitism,New York,2023,12,2023-12,4
59230,2023-12-31,Slogans / Code words,Antisemitism,Texas,2023,12,2023-12,4
59340,2023-12-31,Slogans / Code words,Antisemitism,Louisiana,2023,12,2023-12,4
59353,2023-12-31,Slogans / Code words,Antisemitism,New York,2023,12,2023-12,4
60396,2023-12-31,Numbers / Symbols,Antisemitism,Washington,2023,12,2023-12,4
59391,2023-12-31,Slogans / Code words,Antisemitism,North Carolina,2023,12,2023-12,4
59939,2023-12-31,Numbers / Symbols,Antisemitism,New Hampshire,2023,12,2023-12,4
59609,2023-12-31,Slogans / Code words,Antisemitism,Rhode Island,2023,12,2023-12,4
59387,2023-12-31,Slogans / Code words,Antisemitism,Maryland,2023,12,2023-12,4
59162,2023-12-31,Slogans / Code words,Antisemitism,Wisconsin,2023,12,2023-12,4
59712,2023-12-31,Slogans / Code words,Antisemitism,North Carolina,2023,12,2023-12,4
59554,2023-12-31,Slogans / Code words,Antisemitism,Utah,2023,12,2023-12,4
60300,2023-12-31,Numbers / Symbols,Antisemitism,Washington D.C.,2023,12,2023-12,4
59995,2023-12-31,Slogans / Code words,Antisemitism,North Carolina,2023,12,2023-12,4
59376,2023-12-31,Slogans / Code words,Antisemitism,Minnesota,2023,12,2023-12,4
63692,2024-01-03,Key Concepts / Definitions,Antisemitism,Colorado,2024,1,2024-01,1
63885,2024-01-09,Incidents / Events,Antisemitism,Colorado,2024,1,2024-01,1
63747,2024-01-03,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
63721,2024-01-09,Key Concepts / Definitions,Antisemitism,Colorado,2024,1,2024-01,1
63690,2024-01-08,Incidents / Events,Antisemitism,Texas,2024,1,2024-01,1
63507,2024-01-04,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
63790,2024-01-05,Key Concepts / Definitions,Antisemitism,Pennsylvania,2024,1,2024-01,1
68936,2024-01-06,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
68937,2024-01-06,Slogans / Code words,Antisemitism,New Mexico,2024,1,2024-01,1
68938,2024-01-07,Slogans / Code words,Antisemitism,North Carolina,2024,1,2024-01,1
68939,2024-01-06,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
68940,2024-01-06,Groups / Movements,Antisemitism,Washington,2024,1,2024-01,1
68941,2024-01-06,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68942,2024-01-06,Slogans / Code words,Antisemitism,Arizona,2024,1,2024-01,1
68943,2024-01-07,Slogans / Code words,Antisemitism,Maryland,2024,1,2024-01,1
68944,2024-01-07,Slogans / Code words,Antisemitism,Alabama,2024,1,2024-01,1
68945,2024-01-04,Slogans / Code words,Antisemitism,Arizona,2024,1,2024-01,1
68946,2024-01-06,Slogans / Code words,Antisemitism,Arizona,2024,1,2024-01,1
68947,2024-01-05,Slogans / Code words,Antisemitism,New Jersey,2024,1,2024-01,1
68948,2024-01-05,Groups / Movements,Antisemitism,Illinois,2024,1,2024-01,1
68949,2024-01-04,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68950,2024-01-07,Groups / Movements,Antisemitism,Louisiana,2024,1,2024-01,1
68951,2024-01-05,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
68952,2024-01-06,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68953,2024-01-06,Slogans / Code words,Antisemitism,Colorado,2024,1,2024-01,1
68954,2024-01-06,Groups / Movements,Antisemitism,Wisconsin,2024,1,2024-01,1
68955,2024-01-06,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
68956,2024-01-06,Slogans / Code words,Antisemitism,Illinois,2024,1,2024-01,1
68957,2024-01-06,Slogans / Code words,Antisemitism,Pennsylvania,2024,1,2024-01,1
68958,2024-01-08,Groups / Movements,Antisemitism,Georgia,2024,1,2024-01,1
68959,2024-01-07,Slogans / Code words,Antisemitism,Texas,2024,1,2024-01,1
68960,2024-01-04,"Slogans / Code words, Conspiracy Theories, Key Concepts / Definitions",Antisemitism,Florida,2024,1,2024-01,1
68961,2024-01-07,Slogans / Code words,Antisemitism,Missouri,2024,1,2024-01,1
68962,2024-01-07,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68963,2024-01-06,People,Antisemitism,Wisconsin,2024,1,2024-01,1
68964,2024-01-07,People,Antisemitism,Georgia,2024,1,2024-01,1
68965,2024-01-05,Numbers / Symbols,Antisemitism,Colorado,2024,1,2024-01,1
68966,2024-01-07,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68967,2024-01-06,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68968,2024-01-05,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68969,2024-01-06,Slogans / Code words,Antisemitism,Rhode Island,2024,1,2024-01,1
68970,2024-01-06,Slogans / Code words,Antisemitism,Texas,2024,1,2024-01,1
68971,2024-01-06,Slogans / Code words,Antisemitism,Texas,2024,1,2024-01,1
68972,2024-01-07,Slogans / Code words,Antisemitism,Minnesota,2024,1,2024-01,1
68973,2024-01-05,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
68974,2024-01-04,Slogans / Code words,Antisemitism,Colorado,2024,1,2024-01,1
68975,2024-01-04,Slogans / Code words,Antisemitism,Wisconsin,2024,1,2024-01,1
68976,2024-01-06,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68977,2024-01-08,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68978,2024-01-07,Slogans / Code words,Antisemitism,Texas,2024,1,2024-01,1
68979,2024-01-04,Slogans / Code words,Antisemitism,Kentucky,2024,1,2024-01,1
68980,2024-01-05,Groups / Movements,Antisemitism,Ohio,2024,1,2024-01,1
68981,2024-01-07,Slogans / Code words,Antisemitism,Michigan,2024,1,2024-01,1
68982,2024-01-06,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
68983,2024-01-07,Slogans / Code words,Antisemitism,Ohio,2024,1,2024-01,1
68984,2024-01-06,Groups / Movements,Antisemitism,Georgia,2024,1,2024-01,1
68985,2024-01-06,Numbers / Symbols,Antisemitism,Minnesota,2024,1,2024-01,1
68986,2024-01-07,Slogans / Code words,Antisemitism,Colorado,2024,1,2024-01,1
68987,2024-01-04,Slogans / Code words,Antisemitism,North Carolina,2024,1,2024-01,1
63523,2024-01-09,Slogans / Code words,Antisemitism,Arkansas,2024,1,2024-01,1
63792,2024-01-09,Slogans / Code words,Antisemitism,Nevada,2024,1,2024-01,1
63484,2024-01-06,Groups / Movements,Antisemitism,Michigan,2024,1,2024-01,1
63870,2024-01-09,People,Antisemitism,Washington,2024,1,2024-01,1
63807,2024-01-08,Numbers / Symbols,Antisemitism,Connecticut,2024,1,2024-01,1
63922,2024-01-07,Numbers / Symbols,Antisemitism,New Jersey,2024,1,2024-01,1
63483,2024-01-04,Numbers / Symbols,Antisemitism,Massachusetts,2024,1,2024-01,1
63711,2024-01-04,Key Concepts / Definitions,Antisemitism,Massachusetts,2024,1,2024-01,1
63649,2024-01-02,Numbers / Symbols,Antisemitism,Florida,2024,1,2024-01,1
63899,2024-01-02,Key Concepts / Definitions,Antisemitism,Texas,2024,1,2024-01,1
63758,2024-01-10,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
63850,2024-01-08,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
63749,2024-01-11,Key Concepts / Definitions,Antisemitism,Arizona,2024,1,2024-01,1
68988,2024-01-10,Slogans / Code words,Antisemitism,Maryland,2024,1,2024-01,1
63594,2024-01-06,People,Antisemitism,Oregon,2024,1,2024-01,1
63650,2024-01-08,"Slogans / Code words, Key Concepts / Definitions",Antisemitism,Hawaii,2024,1,2024-01,1
63660,2024-01-11,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
64975,2024-01-11,Slogans / Code words,Antisemitism,Illinois,2024,1,2024-01,1
63504,2024-01-08,Slogans / Code words,Antisemitism,Maine,2024,1,2024-01,1
68989,2024-01-11,Slogans / Code words,Antisemitism,Massachusetts,2024,1,2024-01,1
63537,2024-01-11,Numbers / Symbols,Antisemitism,Massachusetts,2024,1,2024-01,1
63772,2024-01-12,Groups / Movements,Antisemitism,Indiana,2024,1,2024-01,1
63642,2024-01-10,Slogans / Code words,Antisemitism,Maryland,2024,1,2024-01,1
63739,2024-01-11,Slogans / Code words,Antisemitism,Ohio,2024,1,2024-01,1
63800,2024-01-09,Numbers / Symbols,Antisemitism,California,2024,1,2024-01,1
63664,2024-01-13,Groups / Movements,Antisemitism,Indiana,2024,1,2024-01,1
63867,2024-01-13,Numbers / Symbols,Antisemitism,California,2024,1,2024-01,1
63823,2024-01-14,Slogans / Code words,Antisemitism,Florida,2024,1,2024-01,1
63774,2024-01-14,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
63451,2024-01-14,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63802,2024-01-05,Numbers / Symbols,Antisemitism,New Jersey,2024,1,2024-01,1
63871,2024-01-14,Groups / Movements,Antisemitism,Michigan,2024,1,2024-01,1
63880,2024-01-15,Slogans / Code words,Antisemitism,Washington D.C.,2024,1,2024-01,1
63577,2024-01-15,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
68990,2024-01-15,Slogans / Code words,Antisemitism,New Jersey,2024,1,2024-01,1
63815,2024-01-11,Groups / Movements,Antisemitism,New York,2024,1,2024-01,1
63624,2024-01-16,Platforms / Sites,Antisemitism,Pennsylvania,2024,1,2024-01,1
63775,2024-01-14,Numbers / Symbols,Antisemitism,Maryland,2024,1,2024-01,1
63604,2024-01-15,Key Concepts / Definitions,Antisemitism,Pennsylvania,2024,1,2024-01,1
63795,2024-01-14,Numbers / Symbols,Antisemitism,Pennsylvania,2024,1,2024-01,1
63580,2024-01-12,Incidents / Events,Antisemitism,Maryland,2024,1,2024-01,1
63797,2024-01-12,Groups / Movements,Antisemitism,New York,2024,1,2024-01,1
63586,2024-01-16,Incidents / Events,Antisemitism,Pennsylvania,2024,1,2024-01,1
63840,2024-01-12,Numbers / Symbols,Antisemitism,New Jersey,2024,1,2024-01,1
63761,2024-01-16,Groups / Movements,Antisemitism,Washington,2024,1,2024-01,1
63890,2024-01-15,Incidents / Events,Antisemitism,California,2024,1,2024-01,1
65545,2024-01-15,Groups / Movements,Antisemitism,California,2024,1,2024-01,1
63857,2024-01-14,Numbers / Symbols,Antisemitism,Maine,2024,1,2024-01,1
63723,2024-01-09,Slogans / Code words,Antisemitism,Georgia,2024,1,2024-01,1
63866,2024-01-27,Key Concepts / Definitions,Antisemitism,California,2024,1,2024-01,1
63526,2024-01-16,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
63874,2024-01-14,Numbers / Symbols,Antisemitism,Maine,2024,1,2024-01,1
63794,2024-01-13,Slogans / Code words,Antisemitism,Georgia,2024,1,2024-01,1
63735,2024-01-13,Slogans / Code words,Antisemitism,Massachusetts,2024,1,2024-01,1
63455,2024-01-14,Slogans / Code words,Antisemitism,Oklahoma,2024,1,2024-01,1
63861,2024-01-17,Key Concepts / Definitions,Antisemitism,Illinois,2024,1,2024-01,1
63652,2024-01-14,Groups / Movements,Antisemitism,Georgia,2024,1,2024-01,1
63762,2024-01-17,Tactics,Antisemitism,Arizona,2024,1,2024-01,1
68991,2024-01-17,Incidents / Events,Antisemitism,New Jersey,2024,1,2024-01,1
63788,2024-01-13,Groups / Movements,Antisemitism,New York,2024,1,2024-01,1
63712,2024-01-05,Numbers / Symbols,Antisemitism,Massachusetts,2024,1,2024-01,1
63849,2024-01-17,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
66656,2024-01-14,Slogans / Code words,Antisemitism,New York,2024,1,2024-01,1
63654,2024-01-06,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63806,2024-01-14,Slogans / Code words,Antisemitism,Oklahoma,2024,1,2024-01,1
63872,2024-01-18,Numbers / Symbols,Antisemitism,Illinois,2024,1,2024-01,1
63713,2024-01-18,Groups / Movements,Antisemitism,Illinois,2024,1,2024-01,1
63674,2024-01-18,Slogans / Code words,Antisemitism,Arizona,2024,1,2024-01,1
63445,2024-01-19,Incidents / Events,Antisemitism,New York,2024,1,2024-01,1
63813,2024-01-19,Numbers / Symbols,Antisemitism,Nevada,2024,1,2024-01,1
63915,2024-01-18,Slogans / Code words,Antisemitism,New Jersey,2024,1,2024-01,1
63651,2024-01-23,People,Antisemitism,Massachusetts,2024,1,2024-01,1
63709,2024-01-19,Key Concepts / Definitions,Antisemitism,Arizona,2024,1,2024-01,1
63677,2024-01-19,Slogans / Code words,Antisemitism,Alaska,2024,1,2024-01,1
63779,2024-01-19,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63516,2024-01-19,Groups / Movements,Antisemitism,Maryland,2024,1,2024-01,1
63630,2024-01-20,Slogans / Code words,Antisemitism,California,2024,1,2024-01,1
63715,2024-01-19,Numbers / Symbols,Antisemitism,New York,2024,1,2024-01,1
63879,2024-01-20,Incidents / Events,Antisemitism,New Jersey,2024,1,2024-01,1
63534,2024-01-18,Publications,Antisemitism,New Jersey,2024,1,2024-01,1
65546,2024-01-21,Slogans / Code words,Antisemitism,New Jersey,2024,1,2024-01,1
63741,2024-01-17,Groups / Movements,Antisemitism,Georgia,2024,1,2024-01,1
63633,2024-01-06,Slogans / Code words,Antisemitism,Montana,2024,1,2024-01,1
63661,2024-01-12,Numbers / Symbols,Antisemitism,New Jersey,2024,1,2024-01,1
