incident_id,confidence,is_correct,confidence_bin
69065,0.7251363677978515,0,70-80%
69066,0.520817065556844,0,40-50%
69067,0.6377460323969523,0,50-60%
69068,0.6462970657348632,0,60-70%
69069,0.542280757745107,0,40-50%
69070,0.6522966904640197,0,60-70%
69071,0.6184389236768086,0,50-60%
69072,0.5759255253473917,0,50-60%
69073,0.6131976488431294,0,50-60%
69074,0.5896918141047159,0,50-60%
69075,0.5755323731104532,0,50-60%
69076,0.5212520006497701,0,40-50%
69077,0.5808367692629496,0,50-60%
69078,0.5665209534962972,0,40-50%
64988,0.5391299370129903,0,40-50%
69079,0.5950258019765218,0,50-60%
69080,0.6735260171890258,0,60-70%
69081,0.6050027294158935,0,50-60%
69082,0.5458863023122151,0,40-50%
69083,0.591929936726888,0,50-60%
69084,0.5891933404604593,0,50-60%
69085,0.5768713914553324,0,50-60%
69086,0.5768713914553324,0,50-60%
69087,0.6322276277542114,0,50-60%
69088,0.5555774811108907,0,40-50%
69089,0.5808306578000386,0,50-60%
69090,0.7327909154891967,0,70-80%
69091,0.5786966644922892,0,50-60%
69092,0.6207651777267456,0,50-60%
69093,0.5670078638394673,0,40-50%
69094,0.5947872959772745,0,50-60%
69095,0.5768713914553324,0,50-60%
69096,0.5434591415723165,0,40-50%
64987,0.6822957359949747,0,60-70%
69097,0.6488044225374857,0,60-70%
69098,0.5868825558026631,0,50-60%
69099,0.5912831389109293,0,50-60%
69100,0.5397538188298543,0,40-50%
69101,0.5864674690564473,0,50-60%
69102,0.5931744538942972,0,50-60%
69103,0.5565601828893025,0,40-50%
64986,0.5764756444295247,0,50-60%
69104,0.5300113204320271,0,40-50%
69105,0.6221975925763448,0,50-60%
69106,0.5969904028574625,0,50-60%
69107,0.5927973949114481,0,50-60%
63722,0.5335396769841512,0,40-50%
63789,0.4815742019017537,0,30-40%
63700,0.5443680528004964,0,40-50%
63868,0.6071534716288248,0,50-60%
63450,0.6061774455706278,0,50-60%
63763,0.2906895223458608,0,0-10%
63493,0.7092061324119567,0,60-70%
63814,0.4875029567082723,0,30-40%
63659,0.4502753558953603,0,30-40%
63531,0.4690982642968496,0,30-40%
63627,0.5719325188000997,0,40-50%
63734,0.5671198927561442,0,40-50%
63701,0.5494008027712504,0,40-50%
63839,0.4945823513666789,0,30-40%
63479,0.5464065316518147,0,40-50%
63547,0.6997840089797973,0,60-70%
63889,0.6997840089797973,0,60-70%
63600,0.697830705165863,0,60-70%
63897,0.6997840089797973,0,60-70%
63540,0.6997840089797973,0,60-70%
63694,0.554411614259084,0,40-50%
63678,0.554411614259084,0,40-50%
63495,0.6997840089797973,0,60-70%
63608,0.554411614259084,0,40-50%
63776,0.554411614259084,0,40-50%
63505,0.554411614259084,0,40-50%
63542,0.697830705165863,0,60-70%
63635,0.554411614259084,0,40-50%
63602,0.697830705165863,0,60-70%
63473,0.6994185729026794,0,60-70%
63688,0.6994185729026794,0,60-70%
63876,0.6997840089797973,0,60-70%
63873,0.6994185729026794,0,60-70%
63728,0.697830705165863,0,60-70%
69108,0.4667256437937419,0,30-40%
63513,0.589175665696462,0,50-60%
63482,0.6478937549591064,0,60-70%
63707,0.5932466351191202,0,50-60%
60748,0.5564196073214213,0,40-50%
63632,0.6256580594380696,0,50-60%
63492,0.5514125469525655,0,40-50%
63826,0.5658550504048665,0,40-50%
63545,0.7242057604789733,0,70-80%
63623,0.5604823791186014,0,40-50%
65001,0.4551772716840108,0,30-40%
63443,0.5754319670995076,0,50-60%
63875,0.6506389025052388,0,60-70%
63571,0.5012391769091288,0,30-40%
63746,0.5358979665438334,0,40-50%
63805,0.5877334121068318,0,50-60%
63628,0.485402757247289,0,30-40%
69109,0.4510359409650167,0,30-40%
69110,0.6443597359657287,0,60-70%
63489,0.4847490731080373,0,30-40%
63578,0.5232646110852559,0,40-50%
63829,0.5555121862093607,0,40-50%
63854,0.5912487470308939,0,50-60%
63585,0.6049488428433736,0,50-60%
63710,0.6571772061983744,0,60-70%
63622,0.5986303650538126,0,50-60%
63853,0.6118348800341288,0,50-60%
63736,0.5400183442433675,0,40-50%
63720,0.6323807481129964,0,50-60%
63683,0.554411614259084,0,40-50%
64088,0.6585217995643615,0,60-70%
63672,0.5571897271474202,0,40-50%
63502,0.5837592724164327,0,50-60%
63820,0.6181617024739583,0,50-60%
66665,0.415162587483724,0,20-30%
63461,0.5307881477673848,0,40-50%
63799,0.4755856060187022,0,30-40%
63550,0.6268400831222534,0,50-60%
63595,0.5336490852832794,0,40-50%
63669,0.5367796662648519,0,40-50%
63817,0.4362859669526418,0,30-40%
63803,0.5831561926205953,0,50-60%
69111,0.5252034905751546,0,40-50%
63716,0.55997749598821,0,40-50%
63583,0.5217423084576924,0,40-50%
63598,0.5603310111363728,0,40-50%
63590,0.557195628007253,0,40-50%
69112,0.6578884406089782,0,60-70%
63548,0.5683667623202006,0,40-50%
63503,0.5939449353218078,0,50-60%
63457,0.4947184267838796,0,30-40%
