incident_id,incident_text,top_match_term,top_match_category,top_match_score,second_match_term,second_match_score,third_match_term,third_match_score
60369,"At an anti-Israel rally, protesters held signs with images of children who were killed in the Israel-Hamas war with the title: ""Murdered by Israel"" next to an image of a Star of David aand the caption",Inverted Red Triangle,Numbers / Symbols,0.5227965712547302,Palestinian Youth Movement (PYM),0.4981861412525177,Zionazi,0.48876023292541504
60508,"An individual assaulted their Jewish significant other while stating, ""I hate Jews.""",Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.5456982254981995,Jersey City Kosher Market Shooting,0.5385947227478027,David Anderson,0.524560272693634
60527,"At an anti-Israel rally, protesters held signs with messages such as: ""Exist resist return,"" ""One Holocaust does not justify another"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.5443964004516602,Anudda Shoah,0.5134376287460327,Zionazi,0.5077012181282043
61338,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
61996,"An individual threw a chair at a visibly Jewish waiter at a kosher restaurant and called them a ""Fucking racist.""",Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.44347357749938965,David Anderson,0.4400257170200348,Antisemitism,0.43864530324935913
62131,"An individual stood in front of a synagogue and harassed a congregant exiting the building, including calling him a ""Fucking Jew"" and threatening to kill him.",Colleyville Synagogue Attack,Incidents / Events,0.5707702040672302,Jersey City Kosher Market Shooting,0.5400679707527161,Richard Baumhammers,0.5206582546234131
62311,A synagogue was targeted with an antisemitic bomb threat swatting.,Colleyville Synagogue Attack,Incidents / Events,0.6208255887031555,Jersey City Kosher Market Shooting,0.6138176918029785,Operation Kristallnacht,0.5912333130836487
55425,A synagogue was targeted with an antisemitic bomb threat in a swatting.,Colleyville Synagogue Attack,Incidents / Events,0.5726771354675293,Jersey City Kosher Market Shooting,0.5616050362586975,Operation Kristallnacht,0.5540266633033752
55439,"A Jewish student was subjected to antisemitic abuse by other students, including being told to, ""go back to Egypt"" because he would be murdered there.",Antisemitism,Key Concepts / Definitions,0.49809199571609497,Jewish Supremacism: My Awakening on the Jewish Question,0.47234123945236206,Jersey City Kosher Market Shooting,0.4669041335582733
55452,A synagogue was targeted with an antisemitic bomb threat.,Jersey City Kosher Market Shooting,Incidents / Events,0.6007551550865173,Operation Kristallnacht,0.5907952785491943,Colleyville Synagogue Attack,0.5790475606918335
55498,An individual approached a rally in support of a ceasefire in Israel and Gaza and displayed a swastika sign.,Swastika,Numbers / Symbols,0.5664569735527039,SS Hand Sign Symbol,0.5013514757156372,Nazi Eagle,0.49870362877845764
55501,An antisemitic flier was found in a little free library box in front of a home.,"The ""Antifa Manual""","Conspiracy Theories, Publications",0.47432222962379456,American Free Press,0.46211472153663635,The Barnes Review (TBR),0.4404953718185425
57525,An individual drove into and toppled a statue at a Holocaust memorial.,James von Brunn,People,0.4169858396053314,Richard Baumhammers,0.35543665289878845,Vanguard America,0.35004517436027527
57527,A synagogue was targeted with an antisemitic bomb threat hoax.,Operation Kristallnacht,Incidents / Events,0.5823339819908142,Israel Shamir,0.5685325860977173,Jersey City Kosher Market Shooting,0.5595839023590088
54355,An individual threatened a Jewish person with a knife and made antisemitic remarks.,David Anderson,People,0.5473707318305969,Jersey City Kosher Market Shooting,0.5465825796127319,Antisemitism,0.5308238863945007
54369,"After almost hitting a Jewish couple with a car, the individual got out of his car, called the couple ""Kike,"" ""Jew"" and ""Baby killers,"" and said ""I'm going to hit your husband"" before attempting to as",Jew-ish,Slogans / Code words,0.5547819137573242,Jewish Supremacism: My Awakening on the Jewish Question,0.5368645787239075,Brother Nathanael,0.5326216220855713
54485,A man set fire to a Jewish-owned restaurant.,Israel Shamir,People,0.3634176254272461,Jersey City Kosher Market Shooting,0.336961567401886,Pittsburgh synagogue shooting,0.33005574345588684
54581,A swastika was carved into a piano in the Webster Groves University Conservatory.,Swastika,Numbers / Symbols,0.47078633308410645,Burning Neo-Nazi Symbols,0.405018150806427,Syringe Swastika,0.38835763931274414
54582,Individuals damaged a Jewish Community Center sign.,Burning Neo-Nazi Symbols,Numbers / Symbols,0.4216240644454956,Operation Kristallnacht,0.390838086605072,Burning Cross (symbol),0.38123002648353577
54585,A mezuzah was taken down from a Jewish family's doorpost.,Operation Kristallnacht,Incidents / Events,0.3822716474533081,Pittsburgh synagogue shooting,0.37958526611328125,Muh Holocaust,0.3718169331550598
54586,The menorah display in front of a Chabad House was vandalized with swastika graffiti.,Swastika,Numbers / Symbols,0.43883028626441956,Burning Neo-Nazi Symbols,0.4371679723262787,Burning Cross (symbol),0.35879823565483093
54587,An individual repeatedly took down their Jewish neighbor's Hanukkah display.,Operation Kristallnacht,Incidents / Events,0.43354275822639465,Burning Neo-Nazi Symbols,0.42233800888061523,Brother Nathanael,0.3936880826950073
54589,"Antisemitic graffiti was found on a train car that included phrases such as ""Gas the Jews,"" ""Keep the world clean, trash the Jews,"" and ""A source of evil from the human race.""",Zionazi,Slogans / Code words,0.5571196675300598,Antisemitism,0.5535364747047424,Da Goyim Know,0.5389528274536133
58906,"At an anti-Israel rally, protesters held signs with messages such as: ""Death to Israel"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.5649800300598145,Zionazi,0.5611633658409119,Open borders for Israel,0.4992348551750183
59138,"At an anti-Israel rally, protesters held signs with messages such as: ""Israel Will Fall, Zionism Will be Crushed.""",Zionazi,Slogans / Code words,0.6013070344924927,Inverted Red Triangle,0.5243178606033325,Jews Will Not Replace Us,0.5079680681228638
59157,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is justified when people are occupied.""",Inverted Red Triangle,Numbers / Symbols,0.48559194803237915,Zionazi,0.4488127827644348,Henry Herskovitz,0.4373021125793457
59214,"At an anti-Israel rally, protestors chanted, ""From the river to the sea, Palestine will be free.""",Open borders for Israel,Slogans / Code words,0.5230891704559326,Free the Boys,0.5035404562950134,Zionazi,0.4808024764060974
59223,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is justified when people are occupied,"" ""When injustice becomes law, resistance becomes duty"" and ""From the river to t",Inverted Red Triangle,Numbers / Symbols,0.5364788174629211,Zionazi,0.5061464905738831,Open borders for Israel,0.4993806481361389
59240,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is justified when you enable genocide"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.5430406332015991,Zionazi,0.5221676230430603,Open borders for Israel,0.48976877331733704
59393,"At an anti-Israel rally, protesters held signs with messages such as: ""From the river to the sea"" and ""Intifada.""",Inverted Red Triangle,Numbers / Symbols,0.5603563189506531,Zionazi,0.5051541924476624,Open borders for Israel,0.4858299195766449
59473,"At an anti-Israel rally, protesters chanted, ""From the river to the sea.""",Zionazi,Slogans / Code words,0.47407129406929016,Open borders for Israel,0.4703371822834015,Anudda Shoah,0.4070815443992615
59664,"At an anti-Israel rally, protesters held signs with messages such as: ""Respect existence or expect resistance"" and ""Resistance against occupation is a human right.""",Inverted Red Triangle,Numbers / Symbols,0.5254822373390198,People's Rights,0.4880870580673218,Zionazi,0.4646804630756378
59762,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is not terrorism"" and ""Resistance is justified when people are occupied.""",Inverted Red Triangle,Numbers / Symbols,0.5263075828552246,Zionazi,0.4685210585594177,Paper Terrorism,0.4613611698150635
59833,"At an anti-Israel rally, protesters held signs with messages such as: ""Revolution until victory,"" ""By any means necessary"" and ""When oppression becomes law, resistance becomes duty. Protesters also ch",Zionazi,Slogans / Code words,0.5310693979263306,Inverted Red Triangle,0.5245140790939331,Anudda Shoah,0.49368816614151
59853,"At an anti-Israel rally, protesters held signs with messages such as: ""Zionist control media,"" ""Intifada,"" ""Resistance is not terrorism,"" ""Resistance against occupation is a human right and ""Resist un",Zionazi,Slogans / Code words,0.5587698817253113,Inverted Red Triangle,0.5447964072227478,Al-Awda: The Palestine Right to Return Coalition,0.5124222040176392
59871,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is not terrorism,"" ""From the river to the sea,"" ""End colonization, imperialism, apartheid, Zionism and ""Stand with Pal",Inverted Red Triangle,Numbers / Symbols,0.5767105221748352,Zionazi,0.5155573487281799,Palestinian Youth Movement (PYM),0.4911787509918213
59991,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""anti-Zionism antisemitism"" with a swastika. One sign praised Leila Khaled, a",The Popular Front for the Liberation of Palestine,Groups / Movements,0.6812012195587158,Leila Khaled ,0.5840972065925598,Popular Front for the Liberation of Palestine – General Command (PFLP-GC),0.5556873679161072
60021,"At an anti-Israel rally, protesters held signs with messages such as: ""From the river to the sea Palestine will be free."" Protesters also displayed fliers with images of children who were killed in th",Inverted Red Triangle,Numbers / Symbols,0.5202184915542603,Palestinian Youth Movement (PYM),0.5168334245681763,The Popular Front for the Liberation of Palestine,0.5106927156448364
60260,"At an anti-Israel rally, protesters held signs with messages such as: ""Intifada until victory,"" ""From the river to the sea"" and ""Resistance against occupation is a human right.""",Inverted Red Triangle,Numbers / Symbols,0.5439497828483582,Zionazi,0.5121040940284729,Open borders for Israel,0.4878111779689789
60307,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right,"" ""Israel is not real,"" ""From the river to the sea"" and ""Resistance is not terrori",Inverted Red Triangle,Numbers / Symbols,0.5452976822853088,Zionazi,0.5100303292274475,Al-Awda: The Palestine Right to Return Coalition,0.4787842929363251
60317,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""Resistance is justified when people are occupied.""",People's Rights,Groups / Movements,0.5131320357322693,Inverted Red Triangle,0.47857365012168884,Zionazi,0.4618222117424011
60335,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is justified.""",Inverted Red Triangle,Numbers / Symbols,0.5315905809402466,Zionazi,0.475675106048584,Henry Herskovitz,0.4446611702442169
60813,Fliers with swastikas were distributed in a public area.,Burning Neo-Nazi Symbols,Numbers / Symbols,0.5647167563438416,Swastika,0.5616127252578735,White supremacist (physical) propaganda,0.5345895290374756
60939,Swastika vandalism was located at a golf course.,Swastika,Numbers / Symbols,0.4927854835987091,Burning Neo-Nazi Symbols,0.4664756655693054,Hakenkreuz Skinheads,0.4047459661960602
61191,An individual made antisemitic comments at a restaurant.,Antisemitism,Key Concepts / Definitions,0.5238712430000305,Zionazi,0.5155941247940063,Brother Nathanael,0.4866271913051605
61248,"While exiting a park, a group of children yelled, ""Jew"" and ""Heil Hitler"" at a passerby.",Hakenkreuz Skinheads,Groups / Movements,0.4469216465950012,Burning Neo-Nazi Symbols,0.43461084365844727,Operation Kristallnacht,0.43067896366119385
61386,"A Jewish individual received an antisemitic message stating, ""fuck you, violent degenerate zionist. u will pay sic .""",Zionazi,Slogans / Code words,0.5816875100135803,Stop Zionist Hate,0.5762808322906494,((())),0.5157124400138855
61394,"An individual at a junior hockey league game verbally harassed a Jewish player, saying, ""I work for Hamas.""",Zionazi,Slogans / Code words,0.4699409604072571,Jersey City Kosher Market Shooting,0.4681713879108429,Jon Minadeo II,0.45903298258781433
61714,A piece of paper with a swastika drawn on it was found taped to a stall in a men's restroom at a synagogue.,Swastika,Numbers / Symbols,0.593748152256012,Syringe Swastika,0.5003176331520081,Burning Neo-Nazi Symbols,0.4794810116291046
61749,"Graffiti that read: ""Death to Zionists"" was located on the campus of San Francisco State University.",Zionazi,Slogans / Code words,0.5231927633285522,Stop Zionist Hate,0.4955979883670807,Willis Carto,0.49503621459007263
61944,"An individual yelled from his car at another driver, ""Hitler missed you guys.""",Hitler salute,Numbers / Symbols,0.44196879863739014,Richard Baumhammers,0.3989768624305725,Blut und Ehre,0.3950238823890686
62015,"An individual grabbed a microphone at an event hosted by a synagogue and chanted: ""Kill every Jew, Kill every Jew.""",Jew coup,Slogans / Code words,0.5320155620574951,Brother Nathanael,0.510511577129364,Zionazi,0.49520552158355713
62054,"Stickers were found on a Jewish cultural center that read: ""This company's funds support the Palestinian genocide. Free Palestine.""",Henry Herskovitz,People,0.5516676306724548,Zionazi,0.5496001243591309,Stop Zionist Hate,0.5439732670783997
62058,"A poster raising awareness of Israeli hostages at a Jewish history museum was vandalized with the words: ""Fuck IDF.""",Zionazi,Slogans / Code words,0.5154661536216736,"The ""Antifa Manual""",0.4880925118923187,Da Goyim Know,0.482179194688797
62185,A swastika drawn in chalk was found in a public park.,Swastika,Numbers / Symbols,0.5872858762741089,Burning Neo-Nazi Symbols,0.4810711145401001,Syringe Swastika,0.4566151797771454
62203,"A synagogue received an antisemitic, conspiratorial email.",Israel Shamir,People,0.561889111995697,Jew coup,0.5342483520507812,Antisemitism,0.5263308882713318
55330,"An individual drove by a Jewish institution, shouted profanities, and raised their middle finger at members outside.",Zionazi,Slogans / Code words,0.45121505856513977,David Anderson,0.448557585477829,Synagogue of Satan,0.4396483898162842
55331,A taxi driver yelled antisemitic and anti-Israel remarks while driving by a synagogue.,Zionazi,Slogans / Code words,0.5260646343231201,Antisemitism,0.4750248193740845,Synagogue of Satan,0.46817922592163086
55361,Members of the antisemitic and anti-Israel group Witness for Peace protested outside a synagogue during Shabbat services.,Henry Herskovitz,People,0.452645480632782,"Unity of Fields, formerly known as Palestine Action U.S",0.4428509771823883,Tax Protest Movement,0.41279709339141846
55416,A suspicious package was sent to a synagogue.,Protocols of the Elders of Zion,Publications,0.4368551969528198,Synagogue of Satan,0.4193064868450165,The Israelite Church of God in Jesus Christ (ICGJC),0.4174203872680664
55428,A synagogue was targeted with an antisemitic bomb threat.,Jersey City Kosher Market Shooting,Incidents / Events,0.6007551550865173,Operation Kristallnacht,0.5907952785491943,Colleyville Synagogue Attack,0.5790475606918335
55429,A Chabad center received a suspicious letter containing white powder.,Protocols of the Elders of Zion,Publications,0.36071035265922546,Chabad of Poway Shooting,0.35987141728401184,Zyklon B,0.34796300530433655
55499,A synagogue was targeted by an antisemitic bomb threat swatting hoax during Shabbat services.,Colleyville Synagogue Attack,Incidents / Events,0.5631750822067261,Jersey City Kosher Market Shooting,0.5547133684158325,Operation Kristallnacht,0.5468044281005859
55503,An individual harassed a Jewish person with antisemitic messages in an online video game.,Antisemitism,Key Concepts / Definitions,0.48114389181137085,Jon Minadeo II,0.46859443187713623,Stop Zionist Hate,0.46369192004203796
57519,"The neo-Nazi symbol ""1488"" was spray-painted on a foot bridge.",Burning Neo-Nazi Symbols,Numbers / Symbols,0.5860461592674255,14,0.5162478089332581,88,0.5147103667259216
57521,A synagogue was targeted with an antisemitic bomb threat swatting.,Colleyville Synagogue Attack,Incidents / Events,0.6208255887031555,Jersey City Kosher Market Shooting,0.6138176918029785,Operation Kristallnacht,0.5912333130836487
57523,An individual associated with the antisemitic Goyim Defense League disrupted a city council meeting with antisemitic comments.,Goyim Defense League,Groups / Movements,0.5147783160209656,Jon Minadeo II,0.43253251910209656,Antisemitism,0.42145341634750366
57524,"After being photographed tearing down hostage posters, the perpetrator chased the photographers and yelled antisemitic abuse at them.",Operation Kristallnacht,Incidents / Events,0.5081864595413208,Jersey City Kosher Market Shooting,0.4638644754886627,Sayfullo Saipov,0.4524884521961212
57526,A mezuzah was removed from the doorframe of a Jewish individual's apartment.,Rasmea Odeh ,People,0.28007400035858154,Bruce Mejia,0.27318552136421204,Arthur Butz,0.26015064120292664
62401,Anti-Israel comments were left on a post of a Jewish community center.,Antisemitism,Key Concepts / Definitions,0.5887114405632019,Zionazi,0.5886069536209106,Stop Zionist Hate,0.5788361430168152
54354,"An individual assaulted a person in their building and said, ""Jews are the problem,"" ""The whole government is run by Jews,"" and called them a ""Jew.""",Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.581066370010376,Jew coup,0.5721026062965393,Jersey City Kosher Market Shooting,0.5513097643852234
54526,Swastika graffiti was located at a high school.,Hakenkreuz Skinheads,Groups / Movements,0.5790824294090271,Swastika,0.5759612321853638,Burning Neo-Nazi Symbols,0.5244266390800476
54543,"An office building was defaced with antisemitic graffiti, including a swastika.",Swastika,Numbers / Symbols,0.49389034509658813,Operation Kristallnacht,0.4776610732078552,Burning Neo-Nazi Symbols,0.4626080095767975
54544,"Antisemitic graffiti, including swastikas and Stars of David, was found in a school.",Swastika,Numbers / Symbols,0.5431978702545166,Burning Neo-Nazi Symbols,0.5334959030151367,Hakenkreuz Skinheads,0.500449538230896
54553,Anti-Israel and swastika graffiti was located on the campus of Montclair State University.,Zionazi,Slogans / Code words,0.48263415694236755,Hakenkreuz Skinheads,0.4720735549926758,Swastika,0.46989113092422485
54590,A rabbi discovered antisemitic vandalism on his car.,Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.48846158385276794,Jersey City Kosher Market Shooting,0.4512321949005127,David Anderson,0.4339354336261749
54592,Antisemitic graffiti was discovered in a neighborhood with a large Jewish population.,Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.5310195088386536,Jersey City Kosher Market Shooting,0.5071296095848083,((())),0.5046515464782715
54593,Swastika graffiti was found on the wall of a high school.,Swastika,Numbers / Symbols,0.5730094313621521,Hakenkreuz Skinheads,0.5518212914466858,Burning Neo-Nazi Symbols,0.4840244948863983
54594,Swastika graffiti was found on a public walkway.,Swastika,Numbers / Symbols,0.5512386560440063,Burning Neo-Nazi Symbols,0.520140528678894,Hakenkreuz Skinheads,0.49336177110671997
54597,"""Free Gaza"" was spray-painted on a Jewish-owned business.",Zionazi,Slogans / Code words,0.5877454876899719,Operation Kristallnacht,0.5592127442359924,Open borders for Israel,0.5531930327415466
58814,"At an anti-Israel rally at UC Davis, protesters chanted: ""There is only one solution; Intifada, revolution,"" ""We don t want no two state; we want all of '48"" and ""When people are occupied, resistance ",Open borders for Israel,Slogans / Code words,0.5090875625610352,No Political Solution,0.4946315884590149,"Unity of Fields, formerly known as Palestine Action U.S",0.47262656688690186
58856,A group of teenagers harassed Jewish congregants leaving a synagogue and shot at the synagogue with a BB gun.,Jersey City Kosher Market Shooting,Incidents / Events,0.5409940481185913,Colleyville Synagogue Attack,0.5370251536369324,Pittsburgh synagogue shooting,0.4982892572879791
59103,"At an anti-Israel rally, protesters held signs with messages such as: ""Stand with Palestinian resistance"" and ""Resistance against occupation is a human right.""",Inverted Red Triangle,Numbers / Symbols,0.5454062819480896,People's Rights,0.490272581577301,Palestinian Youth Movement (PYM),0.47308871150016785
59110,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right,"" ""Resistance or genocide, which one do you justify?"" and ""From the river to the s",Inverted Red Triangle,Numbers / Symbols,0.5294601321220398,Open borders for Israel,0.49075397849082947,Zionazi,0.4883768558502197
59125,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
59204,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is not terrorism.""",Inverted Red Triangle,Numbers / Symbols,0.5516659617424011,Zionazi,0.47771990299224854,"The ""Antifa Manual""",0.4678223133087158
59226,"At an anti-Israel rally at UC Riverside, protesters chanted, ""2-4-6-8 smash the Zionist settler state"" and ""From the river to the sea, Palestine will be free.""",Open borders for Israel,Slogans / Code words,0.5728446841239929,Zionazi,0.5555490255355835,"Unity of Fields, formerly known as Palestine Action U.S",0.5044798254966736
59233,"At an anti-Israel rally at East Tennessee State University, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5287330746650696,Inverted Red Triangle,0.4522622227668762,Henry Herskovitz,0.4415627419948578
59286,"At an anti-Israel rally at the University of Cincinnati, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5219149589538574,Inverted Red Triangle,0.4673711061477661,Henry Herskovitz,0.46465030312538147
59317,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""AIPAC blood money.""",Inverted Red Triangle,Numbers / Symbols,0.5097078084945679,America First Political Action Conference (AFPAC),0.49274367094039917,Zionazi,0.48242804408073425
59383,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
59388,"At an anti-Israel rally, a speaker stated, ""Do not be deceived by the mainstream media, who represent the people who would like nothing more than billions of dollars to be poured into decimating Gaza""",Zionazi,Slogans / Code words,0.5004242658615112,Open borders for Israel,0.4898059070110321,Henry Herskovitz,0.478170245885849
59389,"At an anti-Israel rally, protesters chanted, ""From the river to the sea!""",Zionazi,Slogans / Code words,0.4937156140804291,Open borders for Israel,0.46025532484054565,Anudda Shoah,0.4059692323207855
59428,"At an anti-Israel rally, protesters held signs with messages such as: ""From the river to the sea,"" ""Support Palestinian resistance"" and ""Resistance against occupation is a human right.""",Inverted Red Triangle,Numbers / Symbols,0.5736873745918274,Palestinian Youth Movement (PYM),0.49239978194236755,Zionazi,0.4842914044857025
59438,"At an anti-Israel rally, protesters held signs with messages such as: ""Blaming Hamas for firing rockets is like blaming a woman for punching her rapist,"" ""Resistance against occupation is a human righ",Zionazi,Slogans / Code words,0.5558037757873535,Inverted Red Triangle,0.49198806285858154,Muh Holocaust,0.48894235491752625
59443,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
59447,"At an anti-Israel rally at North Carolina State University, protesters held signs with messages such as: ""By any means necessary,"" ""From the river to the sea,"" ""Resistance is justified when people are",Inverted Red Triangle,Numbers / Symbols,0.5823284983634949,Zionazi,0.5273175239562988,Christopher Cantwell,0.47293955087661743
59475,"At an anti-Israel rally, protesters chanted, ""No justice, no peace; no Zionist police"" and ""From the river to the sea, Palestine will be free."" Protesters also held signs with messages such as: ""Resis",Zionazi,Slogans / Code words,0.5396061539649963,Open borders for Israel,0.5209813117980957,The Popular Front for the Liberation of Palestine,0.5021553039550781
59478,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
59579,"At an anti-Israel rally, protesters held signs with messages such as: ""Stand with Palestinian people s resistance,"" ""Resistance against occupation is a human right"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.566370964050293,Palestinian Youth Movement (PYM),0.48728299140930176,Zionazi,0.4853460490703583
59581,"At an anti-Israel rally, protesters chanted, ""From the river to the sea, Palestine will be free.""",Open borders for Israel,Slogans / Code words,0.5195682048797607,Free the Boys,0.5043908357620239,Zionazi,0.47293534874916077
59621,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right.""",People's Rights,Groups / Movements,0.5452989935874939,Inverted Red Triangle,0.4796832501888275,Al-Awda: The Palestine Right to Return Coalition,0.4500560164451599
59647,"At an anti-Israel rally, protesters held signs with messages such as: ""Stand with Palestinian people s resistance"" and ""Resistance against occupation is a human right.""",Inverted Red Triangle,Numbers / Symbols,0.5404938459396362,People's Rights,0.4936296343803406,Zionazi,0.47490763664245605
59678,"At an anti-Israel rally, protesters held signs with messages such as: ""Stand with Palestinian people s resistance"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.5883934497833252,Palestinian Youth Movement (PYM),0.4988281726837158,Zionazi,0.471962571144104
59735,"At an anti-Israel rally, protesters chanted, ""We don t want no two states; we want '48."" Protesters also held signs with messages such as: ""Resistance is not terrorism"" and ""Resistance is justified wh",Open borders for Israel,Slogans / Code words,0.5189346671104431,Inverted Red Triangle,0.5103884935379028,Zionazi,0.5023213624954224
59778,"At an anti-Israel rally, protesters chanted, ""Resistance is justified when people are occupied.""",Molon Labe,Slogans / Code words,0.4491260349750519,Zionazi,0.44376757740974426,Open borders for Israel,0.44118282198905945
59787,"At an anti-Israel rally at the University of New Mexico, protesters held signs with messages such as: ""From the river to the sea, Palestine will be free.""",Open borders for Israel,Slogans / Code words,0.552386999130249,The Popular Front for the Liberation of Palestine,0.4882532060146332,Zionazi,0.48773789405822754
59808,"At an anti-Israel rally, protesters held signs with messages such as: ""From the river to the sea,"" ""Resistance is justified when people are occupied"" and ""Resistance is not terrorism.",Inverted Red Triangle,Numbers / Symbols,0.5490990281105042,Zionazi,0.47502121329307556,Molon Labe,0.4519544243812561
59818,"At an anti-Israel rally, protesters held signs with messages such as: ""Resist by any means necessary,"" ""Zionism is terrorism,"" ""Zionism is genocide"" and ""Long live the intifada.""",Zionazi,Slogans / Code words,0.6336148977279663,Inverted Red Triangle,0.5577273964881897,Stop Zionist Hate,0.5447815656661987
59865,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right,"" ""Stop the media lies against Palestinian resistance"" and ""Stand with Palestinian",Inverted Red Triangle,Numbers / Symbols,0.5419788956642151,Zionazi,0.4927781820297241,People's Rights,0.47143369913101196
59913,"At an anti-Israel rally, protesters held signs with messages such as: ""Free Palestine from the river to the sea,"" ""Resist Zionism and imperialism"" and ""Resistance to occupation is a human right.",Zionazi,Slogans / Code words,0.5331751704216003,Inverted Red Triangle,0.5309213399887085,Open borders for Israel,0.4893491566181183
59936,"At an anti-Israel rally, protesters held signs with messages such as: ""Stand with Palestinian people s resistance,"" ""Resistance against occupation is a human right"" and ""From the river to the sea.",Inverted Red Triangle,Numbers / Symbols,0.5442854762077332,Zionazi,0.46971333026885986,Palestinian Youth Movement (PYM),0.46818187832832336
59969,"At an anti-Israel rally, protesters chanted, ""From the river to the sea"" and ""Resistance is justified when people are occupied.""",Open borders for Israel,Slogans / Code words,0.49092552065849304,Molon Labe,0.4839828312397003,Zionazi,0.48247361183166504
60042,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""From the river to the sea.""",Inverted Red Triangle,Numbers / Symbols,0.5173617005348206,People's Rights,0.4988899827003479,Zionazi,0.46646228432655334
60062,"At an anti-Israel rally at Ohio State University, protesters chanted, ""There is only one solution, intifada revolution!""",Israel United in Christ,Groups / Movements,0.4711020588874817,Open borders for Israel,0.47001412510871887,Zionazi,0.46357461810112
60069,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance is not terrorism,"" ""From the river to the sea,"" ""Resistance against occupation is a human right,"" and ""Resistance is j",Inverted Red Triangle,Numbers / Symbols,0.5507645010948181,Zionazi,0.48487892746925354,Al-Awda: The Palestine Right to Return Coalition,0.46549975872039795
60077,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""Stand with Palestinian resistance."" Protesters also chanted, ""There is only ",Inverted Red Triangle,Numbers / Symbols,0.5468807816505432,Al-Awda: The Palestine Right to Return Coalition,0.49479275941848755,Zionazi,0.4915180206298828
60185,"At an anti-Israel rally, protesters held signs with messages such as: ""Where there is oppression, there will be resistance,"" ""Resistance or genocide, which one do you justify?,"" ""Resistance against oc",Inverted Red Triangle,Numbers / Symbols,0.5307297706604004,Zionazi,0.5007794499397278,Open borders for Israel,0.47506940364837646
60226,"At an anti-Israel rally, protesters held signs with messages such as: ""Resistance against occupation is a human right"" and ""Resistance is not terrorism.""",Inverted Red Triangle,Numbers / Symbols,0.530663013458252,People's Rights,0.4900384843349457,Zionazi,0.4687260091304779
